ID,Style,Artwork,Artist,Date,Link
79027,Abstract-Expressionism,"Lazarus, come forth - Lazare, veni foras (John 11:44)",Salvador Dali,1964,https://uploads7.wikiart.org/images/salvador-dali/lazarus-come-forth-lazare-veni-foras-1964.jpg
79028,Abstract-Expressionism,Vanitas vanitatum (Ecclesiastes 1:12f),Salvador Dali,1964,https://uploads0.wikiart.org/images/salvador-dali/ecclesiastes-preacher-of-surprising-joy-1-4.jpg
79029,Abstract-Expressionism,Et baptizatus est a Ioanne in Iordane (Luke 3:3),Salvador Dali,1964,https://uploads3.wikiart.org/images/salvador-dali/et-baptizatus-est-a-ioanne-in-iordane-luke-3-3.jpg
79030,Abstract-Expressionism,Et posuerunt eum in monumento (Mark 15:46),Salvador Dali,1964,https://uploads2.wikiart.org/images/salvador-dali/et-posuerunt-eum-in-monumento-mark-15-46-1964.jpg
79031,Abstract-Expressionism,Ex Aegypto vocavi filium meum,Salvador Dali,1964,https://uploads0.wikiart.org/images/salvador-dali/ex-aegypto-vocavi-filium-meum-1964.jpg
79032,Abstract-Expressionism,Faciamus hominem (Genesis 1:26),Salvador Dali,1964,https://uploads0.wikiart.org/images/salvador-dali/faciamus-hominem-genesis-1-26-1964.jpg
79033,Abstract-Expressionism,Filiae Herodiadis saltatio (Matthew 14:6),Salvador Dali,1964,https://uploads1.wikiart.org/images/salvador-dali/filiae-herodiadis-saltatio-matthew-14-6-1964.jpg
79034,Abstract-Expressionism,Gloria vultus Moysi (Exodus 34:29),Salvador Dali,1964,https://uploads3.wikiart.org/images/salvador-dali/gloria-vultus-moysi-exodus-34-29-1964.jpg
79035,Abstract-Expressionism,Iesu transfigurato (Mark 9:4f),Salvador Dali,1964,https://uploads8.wikiart.org/images/salvador-dali/iesu-transfigurato-mark-9-4f-1964.jpg
79036,Abstract-Expressionism,Iesus a Satana tentatur (Mark 1:13),Salvador Dali,1964,https://uploads4.wikiart.org/images/salvador-dali/iesus-a-satana-tentatur-mark-1-13-1964.jpg
79037,Abstract-Expressionism,Iesus flagellatus (John 19:1),Salvador Dali,1964,https://uploads7.wikiart.org/images/salvador-dali/iesus-flagellatus-john-19-1-1964.jpg
79038,Abstract-Expressionism,Iesus super mare ambulans (Matthew 14:26),Salvador Dali,1964,https://uploads1.wikiart.org/images/salvador-dali/iesus-super-mare-ambulans-matthew-14-26-1964.jpg
79039,Abstract-Expressionism,In principiodeus creavit...,Salvador Dali,1964,https://uploads4.wikiart.org/images/salvador-dali/in-principiodeus-creavit-1964.jpg
79040,Abstract-Expressionism,Advance of History,Mark Tobey,1964,https://uploads4.wikiart.org/images/mark-tobey/advance-of-history-1964.jpg
79041,Abstract-Expressionism,Childs Fantasy,Mark Tobey,1964,https://uploads4.wikiart.org/images/mark-tobey/childs-fantasy.jpg
79042,Abstract-Expressionism,Reclining Figure of a Horse,Mark Tobey,1964,https://uploads4.wikiart.org/images/mark-tobey/reclining-figure-of-a-horse-1964.jpg
79043,Abstract-Expressionism,Two Men Walking,Mark Tobey,1964,https://uploads1.wikiart.org/images/mark-tobey/two-men-walking-1964.jpg
79044,Abstract-Expressionism,Song of the Nightingale,Hans Hofmann,1964,https://uploads2.wikiart.org/images/hans-hofmann/song-of-the-nightingale-1964.jpg
79045,Abstract-Expressionism,To Miz - Pax Vobiscum,Hans Hofmann,1964,https://uploads7.wikiart.org/images/hans-hofmann/to-miz-pax-vobiscum-1964.jpg
79046,Abstract-Expressionism,Silent Night,Hans Hofmann,1964,https://uploads0.wikiart.org/images/hans-hofmann/silent-night-1964.jpg
79047,Abstract-Expressionism,Ora Pro Nobis,Hans Hofmann,1964,https://uploads1.wikiart.org/images/hans-hofmann/ora-pro-nobis-1964.jpg
79048,Abstract-Expressionism,Rising Moon,Hans Hofmann,1964,https://uploads8.wikiart.org/images/hans-hofmann/rising-moon-1964.jpg
79049,Abstract-Expressionism,The Clash,Hans Hofmann,1964,https://uploads6.wikiart.org/images/hans-hofmann/the-clash-1964.jpg
79050,Abstract-Expressionism,Maiden Dance,Hans Hofmann,1964,https://uploads0.wikiart.org/images/hans-hofmann/maiden-dance-1964.jpg
79051,Abstract-Expressionism,Provincetown,Helen Frankenthaler,1964,https://uploads7.wikiart.org/images/helen-frankenthaler/provincetown-1964.jpg
79052,Abstract-Expressionism,Buddha's Court,Helen Frankenthaler,1964,https://uploads0.wikiart.org/images/helen-frankenthaler/buddha-s-court-1964.jpg
79053,Abstract-Expressionism,Interior Landscape,Helen Frankenthaler,1964,https://uploads4.wikiart.org/images/helen-frankenthaler/interior-landscape-1964.jpg
79054,Abstract-Expressionism,Eye of Zengai,Sam Francis,1964,https://uploads0.wikiart.org/images/sam-francis/eye-of-zengai-1964.jpg
79055,Abstract-Expressionism,Upper Yellow II (Lembark L73),Sam Francis,1964,https://uploads5.wikiart.org/images/sam-francis/upper-yellow-ii-lembark-l73-1964.jpg
79056,Abstract-Expressionism,#2 Pri-Rain,Sam Francis,1964,https://uploads6.wikiart.org/images/sam-francis/2-pri-rain-1964.jpg
79057,Abstract-Expressionism,All Red,Sam Francis,1964,https://uploads3.wikiart.org/images/sam-francis/all-red-1964.jpg
79058,Abstract-Expressionism,When White,Sam Francis,1963-1964,https://uploads6.wikiart.org/images/sam-francis/when-white-1964.jpg
79059,Abstract-Expressionism,Sun Up,Sam Francis,1964,https://uploads2.wikiart.org/images/sam-francis/sun-up-1964.jpg
79060,Abstract-Expressionism,Untitled,Lee Krasner,1964,https://uploads4.wikiart.org/images/lee-krasner/untitled-1964.jpg
79061,Abstract-Expressionism,Listening to Nature,Brett Whiteley,1964,https://uploads0.wikiart.org/images/brett-whiteley/listening-to-nature-1964.jpg
79062,Abstract-Expressionism,Chronicle,Jimmy Ernst,1964,https://uploads5.wikiart.org/images/jimmy-ernst/chronicle-1964.jpg
79063,Abstract-Expressionism,Nulli Secundus,Hans Hofmann,1964,https://uploads2.wikiart.org/images/hans-hofmann/nulli-secundus-1964.jpg
79064,Abstract-Expressionism,3 Cubis,David Smith,1964,https://uploads3.wikiart.org/images/david-smith/3-cubis-1964.jpg
79065,Abstract-Expressionism,Saturn Revisited,Helen Frankenthaler,1964,https://uploads2.wikiart.org/images/helen-frankenthaler/saturn-revisited-1964.jpg
79066,Abstract-Expressionism,Komposition mit 8 roten Rechtecken (Composition with 8 Red Rectangles),Blinky Palermo,1964,https://uploads4.wikiart.org/images/blinky-palermo/komposition-mit-8-roten-rechtecken-composition-with-8-red-rectangles-1964.jpg
79067,Abstract-Expressionism,Ohne Titel,Blinky Palermo,1964,https://uploads0.wikiart.org/images/blinky-palermo/ohne-titel-1964.jpg
79068,Abstract-Expressionism,Ohne Titel,Blinky Palermo,1964,https://uploads3.wikiart.org/images/blinky-palermo/ohne-titel-1964(1).jpg
79069,Abstract-Expressionism,Gronk!,Norman Bluhm,1964,https://uploads2.wikiart.org/images/norman-bluhm/gronk-1964.jpg
79070,Abstract-Expressionism,Untitles,Ronnie Landfield,1964,https://uploads0.wikiart.org/images/ronnie-landfield/untitles-1964.jpg
79071,Abstract-Expressionism,#8A,Paul Reed,1964,https://uploads5.wikiart.org/images/paul-reed/8a-1964.jpg
79072,Abstract-Expressionism,#9A,Paul Reed,1964,https://uploads5.wikiart.org/images/paul-reed/9a-1964.jpg
79073,Abstract-Expressionism,#12,Paul Reed,1964,https://uploads5.wikiart.org/images/paul-reed/12-1964.jpg
79074,Abstract-Expressionism,#14D,Paul Reed,1964,https://uploads6.wikiart.org/images/paul-reed/14d-1964.jpg
79075,Abstract-Expressionism,#21C,Paul Reed,1964,https://uploads6.wikiart.org/images/paul-reed/21c-1964.jpg
79076,Abstract-Expressionism,#29C,Paul Reed,1964,https://uploads6.wikiart.org/images/paul-reed/29c-1964.jpg
79077,Abstract-Expressionism,#17,Paul Reed,1964,https://uploads5.wikiart.org/images/paul-reed/17-1964.jpg
79078,Abstract-Expressionism,Girolata Triptych,Joan Mitchell,1964,https://uploads6.wikiart.org/images/joan-mitchell/girolata-triptych-1964.jpg
79079,Abstract-Expressionism,Girolata,Joan Mitchell,1964,https://uploads6.wikiart.org/images/joan-mitchell/girolata-1964.jpg
79080,Abstract-Expressionism,Untitled,Joan Mitchell,1964,https://uploads6.wikiart.org/images/joan-mitchell/untitled-1964.jpg
79081,Abstract-Expressionism,Untitled,Joan Mitchell,1964,https://uploads0.wikiart.org/images/joan-mitchell/untitled-1964(1).jpg
79082,Abstract-Expressionism,Plum Point,Jane Frank,1964,https://uploads5.wikiart.org/images/jane-frank/plum-point-1964.jpg
79083,Abstract-Expressionism,"Sculpture Drawing, SF64-571",Sam Francis,1964,https://uploads4.wikiart.org/images/sam-francis/sculpture-drawing-sf64-571-1964.jpg
79084,Abstract-Expressionism,Away,Esteban Vicente,1964,https://uploads4.wikiart.org/images/esteban-vicente/away-1964.jpg
79085,Abstract-Expressionism,Untitled,Eva Hesse,1964,https://uploads2.wikiart.org/images/eva-hesse/untitled-1964.jpg
79086,Abstract-Expressionism,Metro,Julio Pomar,1964,https://uploads1.wikiart.org/images/julio-pomar/metro-1964.jpg
79087,Abstract-Expressionism,On Return,Sam Francis,1964,https://uploads5.wikiart.org/images/sam-francis/on-return-1964.jpg
79088,Abstract-Expressionism,Untitled,Sam Francis,1964,https://uploads6.wikiart.org/images/sam-francis/untitled-1964-2.jpg
79089,Abstract-Expressionism,Star,Sam Francis,1964,https://uploads0.wikiart.org/images/sam-francis/star-1964.jpg
79090,Abstract-Expressionism,Untitled,Sam Francis,1964,https://uploads6.wikiart.org/images/sam-francis/untitled-1964-3.jpg
79091,Abstract-Expressionism,Blue Bones,Sam Francis,1964,https://uploads6.wikiart.org/images/sam-francis/blue-bones-1964.jpg
79092,Abstract-Expressionism,"Untitled Landscape, Woodstock (No.414)",Arthur Pinajian,1964,https://uploads8.wikiart.org/images/arthur-pinajian/untitled-landscape-woodstock-no-414-1964.jpg
79093,Abstract-Expressionism,"Structure, Two Horizons",Kazuo Nakamura,1964,https://uploads3.wikiart.org/images/kazuo-nakamura/structure-two-horizons-1964.jpg
79094,Abstract-Expressionism,Hommage to Blake Prince (tirée de l'album «1 ø Life»),Alfred Jensen,1964,https://uploads0.wikiart.org/images/alfred-jensen/hommage-to-blake-prince-tir-e-de-l-album-1-life-1964.jpg
79095,Abstract-Expressionism,"Honor Pythagoras, Per I--Per VI",Alfred Jensen,1964,https://uploads0.wikiart.org/images/alfred-jensen/honor-pythagoras-per-i-per-vi-1964.jpg
79096,Abstract-Expressionism,The Pythagorean Theorem,Alfred Jensen,1964,https://uploads3.wikiart.org/images/alfred-jensen/the-pythagorean-theorem-1964.jpg
79097,Abstract-Expressionism,Untitled,Gotthard Graubner,1964,https://uploads1.wikiart.org/images/gotthard-graubner/untitled-1964.jpg
79098,Abstract-Expressionism,Pushed-Up Ink,Lee Ufan,1964,https://uploads6.wikiart.org/images/lee-ufan/pushed-up-ink-1964.jpg
79099,Abstract-Expressionism,Enter Laughing,Howard Hodgkin,1964,https://uploads4.wikiart.org/images/howard-hodgkin/enter-laughing-1964.jpg
79100,Abstract-Expressionism,The Changeling,John Ferren,1964,https://uploads1.wikiart.org/images/john-ferren/the-changeling-1964.jpg
79101,Abstract-Expressionism,B5,Robert Nickle,1964,https://uploads0.wikiart.org/images/robert-nickle/b5-1964.jpg
79102,Abstract-Expressionism,Untitled,Atsuko Tanaka,1964,https://uploads6.wikiart.org/images/atsuko-tanaka/untitled-1964.jpg
79103,Abstract-Expressionism,Andalucía aparición,Jose Guerrero,1964,https://uploads8.wikiart.org/images/jose-guerrero/andaluc-a-aparici-n-1964.jpg
79104,Abstract-Expressionism,Rojo Sombrío,Jose Guerrero,1964,https://uploads1.wikiart.org/images/jose-guerrero/rojo-sombr-o-1964.jpg
79105,Abstract-Expressionism,June 21,Jack Tworkov,1964,https://uploads4.wikiart.org/images/jack-tworkov/june-21-1964.jpg
79106,Abstract-Expressionism,Untitled,Taro Yamamoto,1964,https://uploads6.wikiart.org/images/taro-yamamoto/untitled-1964.jpg
79107,Abstract-Expressionism,Blue Form on White,William Scott,1964,https://uploads7.wikiart.org/images/william-scott/blue-form-on-white-1964.jpg
79108,Abstract-Expressionism,Sunset,Mordecai Ardon,1964,https://uploads5.wikiart.org/images/mordecai-ardon/sunset-1964.jpg
79109,Abstract-Expressionism,Untitled,Avigdor Arikha,1964,https://uploads7.wikiart.org/images/avigdor-arikha/untitled-1964.jpg
79110,Abstract-Expressionism,Black Hill,M.F. Husain,1964,https://uploads5.wikiart.org/images/m-f-husain/black-hill-1964.jpg
79111,Abstract-Expressionism,Red Landscape,M.F. Husain,1964,https://uploads8.wikiart.org/images/m-f-husain/red-landscape-1964.jpg
79112,Abstract-Expressionism,Untitled,Joan Miro,1964,https://uploads2.wikiart.org/images/joan-miro/untitled-1964.jpg
79113,Abstract-Expressionism,Untitled,Richard Smith,1964,https://uploads8.wikiart.org/images/richard-smith/untitled-1964-1.jpg
79114,Abstract-Expressionism,Untitled,Lee Bontecou,1964,https://uploads5.wikiart.org/images/lee-bontecou/untitled-1964.jpg
79115,Abstract-Expressionism,Battle of Little Big Horn,Nathan Oliveira,1964,https://uploads7.wikiart.org/images/nathan-oliveira/battle-of-little-big-horn-1964.jpg
79116,Abstract-Expressionism,Beauty and the Beast,Nathan Oliveira,1964,https://uploads2.wikiart.org/images/nathan-oliveira/beauty-and-the-beast-1964.jpg
79117,Abstract-Expressionism,Duccio’s Dream,Nathan Oliveira,1964,https://uploads5.wikiart.org/images/nathan-oliveira/duccio-s-dream-1964.jpg
79118,Abstract-Expressionism,Head Shapes,Nathan Oliveira,1964,https://uploads2.wikiart.org/images/nathan-oliveira/head-shapes-1964.jpg
79119,Abstract-Expressionism,Untitled,Giorgio Cavallon,1964,https://uploads0.wikiart.org/images/giorgio-cavallon/untitled-1964.jpg
79120,Abstract-Expressionism,The Turtle,Adja Yunkers,1964,https://uploads7.wikiart.org/images/adja-yunkers/the-turtle-1964.jpg
79121,Abstract-Expressionism,Sixth Stone III,Lee Bontecou,1964,https://uploads3.wikiart.org/images/lee-bontecou/sixth-stone-iii-1964.jpg
79122,Abstract-Expressionism,Force,Armand Vaillancourt,1964,https://uploads4.wikiart.org/images/armand-vaillancourt/force.jpg
79123,Abstract-Expressionism,Orb,Adolph Gottlieb,1964,https://uploads3.wikiart.org/images/adolph-gottlieb/orb-1964.jpg
79124,Abstract-Expressionism,Untitled (From Ten Works by Ten Painters),Robert Motherwell,1964,https://uploads5.wikiart.org/images/robert-motherwell/untitled-from-ten-works-by-ten-painters-1964.jpg
79125,Abstract-Expressionism,Creek,Robert Rauschenberg,1964,https://uploads0.wikiart.org/images/robert-rauschenberg/creek-1964.jpg
79126,Abstract-Expressionism,Untitled,Manoucher Yektai,1964,https://uploads8.wikiart.org/00153/images/manoucher-yektai/big64-manouch-46-jpg.jpg
79127,Abstract-Expressionism,Homenaje a Juan Soriano,Fernando García Ponce,1964,https://uploads8.wikiart.org/00210/images/fernando-garcia-ponce/homenaje-a-juan-soriano-1964.jpg
79128,Abstract-Expressionism,Painting #3,Fernando García Ponce,1964,https://uploads4.wikiart.org/00210/images/fernando-garcia-ponce/painting-3-1964.jpg
79129,Abstract-Expressionism,La Jaula y la ventana,Alice Rahon,1964,https://uploads4.wikiart.org/00288/images/alice-rahon/screen-shot-2020-05-12-at-4-28-39-pm.png!PinterestSmall.png
79130,Abstract-Expressionism,"#21 Saturday October 17, 1964 Fresno",William Saroyan,1964,https://uploads7.wikiart.org/00288/images/william-saroyan/21-saturday-october-17-1964-fresno.jpeg!PinterestSmall.jpeg
79131,Abstract-Expressionism,Scattered Light,Beauford Delaney,1964,https://uploads4.wikiart.org/00315/images/beauford-delaney/scattered-light-1964.jpg
79132,Abstract-Expressionism,Homage to Meirronier,Salvador Dali,1965,https://uploads4.wikiart.org/images/salvador-dali/homage-to-meirronier.jpg
79133,Abstract-Expressionism,Night in the Hotel (Abstract in Black and White),Salvador Dali,1965,https://uploads3.wikiart.org/images/salvador-dali/night-in-the-hotel-abstract-in-black-and-white.jpg
79134,Abstract-Expressionism,Femme III,Joan Miro,1965,https://uploads7.wikiart.org/images/joan-miro/femme-iii.jpg
79135,Abstract-Expressionism,Painting I,Joan Miro,1965,https://uploads8.wikiart.org/images/joan-miro/painting-i.jpg
79136,Abstract-Expressionism,Brooding Woman,Willem de Kooning,1965,https://uploads2.wikiart.org/images/willem-de-kooning/brooding-woman.jpg
79137,Abstract-Expressionism,Pink Lady,Willem de Kooning,1965,https://uploads6.wikiart.org/images/willem-de-kooning/pink-lady.jpg
79138,Abstract-Expressionism,Untitled,Willem de Kooning,1965,https://uploads7.wikiart.org/images/willem-de-kooning/untitled-4.jpg
79139,Abstract-Expressionism,Woman,Willem de Kooning,1965,https://uploads4.wikiart.org/images/willem-de-kooning/woman-4.jpg
79140,Abstract-Expressionism,"Woman - Red Hair, Large Mouth, Large Foot",Willem de Kooning,1965,https://uploads7.wikiart.org/images/willem-de-kooning/woman-red-hair-large-mouth-large-foot.jpg
79141,Abstract-Expressionism,Phenomena Waiting Gables,Paul Jenkins,1965,https://uploads7.wikiart.org/images/paul-jenkins/phenomena-waiting-gables.jpg
79142,Abstract-Expressionism,Untitled (Standing Figure),Mark Tobey,1965,https://uploads1.wikiart.org/images/mark-tobey/untitled-standing-figure-1965.jpg
79143,Abstract-Expressionism,Between Space and Time,Mark Tobey,1965,https://uploads8.wikiart.org/images/mark-tobey/between-space-and-time-1965.jpg
79144,Abstract-Expressionism,The Castle,Hans Hofmann,1965,https://uploads7.wikiart.org/images/hans-hofmann/the-castle-1965.jpg
79145,Abstract-Expressionism,Lust and Delight,Hans Hofmann,1965,https://uploads7.wikiart.org/images/hans-hofmann/lust-and-delight-1965(1).jpg
79146,Abstract-Expressionism,Summer 1965,Hans Hofmann,1965,https://uploads8.wikiart.org/images/hans-hofmann/summer-1965-1965.jpg
79147,Abstract-Expressionism,Renate's Nantucket,Hans Hofmann,1965,https://uploads6.wikiart.org/images/hans-hofmann/renate-s-nantucket-1965.jpg
79148,Abstract-Expressionism,Heraldic Call,Hans Hofmann,1965,https://uploads1.wikiart.org/images/hans-hofmann/heraldic-call-1965.jpg
79149,Abstract-Expressionism,Lonely Journey,Hans Hofmann,1965,https://uploads2.wikiart.org/images/hans-hofmann/lonely-journey-1965.jpg
79150,Abstract-Expressionism,Legends of Distant Past Days,Hans Hofmann,1965,https://uploads7.wikiart.org/images/hans-hofmann/legends-of-distant-past-days-1965.jpg
79151,Abstract-Expressionism,Little Cherry,Hans Hofmann,1965,https://uploads1.wikiart.org/images/hans-hofmann/little-cherry-1965.jpg
79152,Abstract-Expressionism,Deep Within the Ravine,Hans Hofmann,1965,https://uploads1.wikiart.org/images/hans-hofmann/deep-within-the-ravine-1965.jpg
79153,Abstract-Expressionism,Profound Longing,Hans Hofmann,1965,https://uploads4.wikiart.org/images/hans-hofmann/profound-longing-1965.jpg
79154,Abstract-Expressionism,Sentinell III A,Theodoros Stamos,1965,https://uploads7.wikiart.org/images/theodoros-stamos/sentinell-iii-a-1965.jpg
79155,Abstract-Expressionism,Equations,Jimmy Ernst,1965,https://uploads5.wikiart.org/images/jimmy-ernst/equations-1965.jpg
79156,Abstract-Expressionism,Observation VII,Jimmy Ernst,1965,https://uploads2.wikiart.org/images/jimmy-ernst/observation-vii-1965.jpg
79157,Abstract-Expressionism,untitled,Jimmy Ernst,1965,https://uploads4.wikiart.org/images/jimmy-ernst/untitled-1965.jpg
79158,Abstract-Expressionism,Night Creatures,Lee Krasner,1965,https://uploads2.wikiart.org/images/lee-krasner/night-creatures-1965.jpg
79159,Abstract-Expressionism,Art Like Love Is Dedication,Hans Hofmann,1965,https://uploads6.wikiart.org/images/hans-hofmann/art-like-love-is-dedication-1965.jpg
79160,Abstract-Expressionism,Blau auf Grün,Blinky Palermo,1965,https://uploads3.wikiart.org/images/blinky-palermo/blau-auf-gr-n-1965.jpg
79161,Abstract-Expressionism,Komposition Blau-Rot auf Weiss,Blinky Palermo,1965,https://uploads2.wikiart.org/images/blinky-palermo/komposition-blau-rot-auf-weiss-1965.jpg
79162,Abstract-Expressionism,Waterloo,Norman Bluhm,1965,https://uploads5.wikiart.org/images/norman-bluhm/waterloo-1965.jpg
79163,Abstract-Expressionism,Two Discs,Alexander Calder,1965,https://uploads1.wikiart.org/images/alexander-calder/two-discs-1965.jpg
79164,Abstract-Expressionism,Drawing for Sculpture SF65-010,Sam Francis,1965,https://uploads8.wikiart.org/images/sam-francis/drawing-for-sculpture-sf65-010-1965.jpg
79165,Abstract-Expressionism,Wild Horses,Robert Goodnough,1965,https://uploads3.wikiart.org/images/robert-goodnough/wild-horses-1965.jpg
79166,Abstract-Expressionism,Spring,Elaine de Kooning,1965,https://uploads8.wikiart.org/images/elaine-de-kooning/spring-1965.jpg
79167,Abstract-Expressionism,Untitled,Elaine de Kooning,1965,https://uploads1.wikiart.org/images/elaine-de-kooning/untitled-1965.jpg
79168,Abstract-Expressionism,Dourado No. 34,Manabu Mabe,1965,https://uploads0.wikiart.org/images/manabu-mabe/dourado-no-34-1965.jpg
79169,Abstract-Expressionism,Noble Numbers,Alice Baber,1965,https://uploads0.wikiart.org/images/alice-baber/noble-numbers-1965.jpg
79170,Abstract-Expressionism,Piper's Near,Alice Baber,1965,https://uploads8.wikiart.org/images/alice-baber/piper-s-near-1965.jpg
79171,Abstract-Expressionism,Chantilly I,Julio Pomar,1965,https://uploads7.wikiart.org/images/julio-pomar/chantilly-i-1965.jpg
79172,Abstract-Expressionism,Sculpture Drawing Toyko (SF65-018),Sam Francis,1965,https://uploads1.wikiart.org/images/sam-francis/sculpture-drawing-toyko-sf65-018-1965.jpg
79173,Abstract-Expressionism,Untitled,Sam Francis,1965,https://uploads6.wikiart.org/images/sam-francis/untitled-1965-2.jpg
79174,Abstract-Expressionism,Woman,Ralph Hotere,1965,https://uploads2.wikiart.org/images/ralph-hotere/woman-1965.jpg
79175,Abstract-Expressionism,Pour Delaunay,Rodolfo Arico,1965,https://uploads2.wikiart.org/images/rodolfo-arico/pour-delaunay-1965.jpg
79176,Abstract-Expressionism,Untitled,Rodolfo Arico,1965,https://uploads6.wikiart.org/images/rodolfo-arico/untitled-1965.jpg
79177,Abstract-Expressionism,Untitled,Rodolfo Arico,1965,https://uploads8.wikiart.org/images/rodolfo-arico/untitled-1965-1.jpg
79178,Abstract-Expressionism,Berlin Blues 4,William Scott,1965,https://uploads3.wikiart.org/images/william-scott/berlin-blues-4-1965.jpg
79179,Abstract-Expressionism,Message Obscure I,William Scott,1965,https://uploads6.wikiart.org/images/william-scott/message-obscure-i-1965.jpg
79180,Abstract-Expressionism,Untitled Collage,Conrad Marca-Relli,1965,https://uploads1.wikiart.org/images/conrad-marca-relli/untitled-collage-1965.jpg
79181,Abstract-Expressionism,The Three Stages of Life,Paul Guiragossian,1965,https://uploads8.wikiart.org/images/paul-guiragossian/the-three-stages-of-life-1965.jpg
79182,Abstract-Expressionism,Sears,Mark Lancaster,1965,https://uploads4.wikiart.org/images/mark-lancaster/sears-1965.jpg
79183,Abstract-Expressionism,Point X,Phillip King,1965,https://uploads4.wikiart.org/images/phillip-king/point-x-1965.jpg
79184,Abstract-Expressionism,Winter Landscape (Nostalgia),George Stefanescu,1965,https://uploads1.wikiart.org/images/george-stefanescu-ramnic/winter-lanscape.jpg
79185,Abstract-Expressionism,Bride,Frederic Matys Thursz,1965,https://uploads2.wikiart.org/images/frederic-matys-thursz/bride-1965.jpg
79186,Abstract-Expressionism,Fenêtre,Frederic Matys Thursz,1965,https://uploads4.wikiart.org/images/frederic-matys-thursz/fen-tre-1965.jpg
79187,Abstract-Expressionism,Structures at Sunset,George Stefanescu,1965,https://uploads2.wikiart.org/images/george-stefanescu-ramnic/structures-at-sunset-1965.jpg
79188,Abstract-Expressionism,Power and glory,Armand Vaillancourt,1965,https://uploads5.wikiart.org/images/armand-vaillancourt/puissance-et-gloire-1965.jpg
79189,Abstract-Expressionism,Agway,James Brooks,1965,https://uploads2.wikiart.org/images/james-brooks/agway-1965.jpg
79190,Abstract-Expressionism,Number 13,James Brooks,1965,https://uploads6.wikiart.org/images/james-brooks/number-13-1965.jpg
79191,Abstract-Expressionism,Dawn,Adolph Gottlieb,1965,https://uploads4.wikiart.org/images/adolph-gottlieb/dawn-1965.jpg
79192,Abstract-Expressionism,From the Lyric Suite,Robert Motherwell,1965,https://uploads4.wikiart.org/images/robert-motherwell/from-the-lyric-suite-1965.jpg
79193,Abstract-Expressionism,Untitled (Sunset Series 33 ),John Altoon,1965,https://uploads3.wikiart.org/00141/images/john-altoon/untitled-sunset-series-33-1965.jpg
79194,Abstract-Expressionism,Untitled (ABC 52),John Altoon,1965,https://uploads2.wikiart.org/00141/images/john-altoon/untitled-abc-52-1965.jpg
79195,Abstract-Expressionism,Untitled (Sunset Series 32 ),John Altoon,1965,https://uploads3.wikiart.org/00141/images/john-altoon/untitled-sunset-series-32-1965.jpg
79196,Abstract-Expressionism,LA GRANDE VOILE (THE BIG SAIL),Alexander Calder,1965,https://uploads7.wikiart.org/00209/images/alexander-calder/la-grande-voile-the-big-sail-1965.jpg
79197,Abstract-Expressionism,Zittende Vrouw,Anton Heyboer,1965,https://uploads5.wikiart.org/00266/images/anton-heyboer/zittende-vrouw-1965.jpg
79198,Abstract-Expressionism,"WS Dec 27, 1965 SF",William Saroyan,1965,https://uploads8.wikiart.org/00288/images/william-saroyan/ws-dec-27-1965-sf.jpeg!PinterestSmall.jpeg
79199,Abstract-Expressionism,Untitled,Behjat Sadr,1965,https://uploads0.wikiart.org/00299/images/behjat-sadr/p74-2000x1289.jpg
79200,Abstract-Expressionism,Abstraction No. 4,Beauford Delaney,1965,https://uploads5.wikiart.org/00315/images/beauford-delaney/abstraction-no-4-1965.jpg
79201,Abstract-Expressionism,Town,Tove Jansson,1965,https://uploads0.wikiart.org/00334/images/tove-jansson/town-1965.jpg
79202,Abstract-Expressionism,The Skiing Lesson,Joan Miro,1966,https://uploads8.wikiart.org/images/joan-miro/not_detected_227943.jpg
79203,Abstract-Expressionism,Cold Stream,Cy Twombly,1966,https://uploads1.wikiart.org/images/cy-twombly/cold-stream.jpg
79204,Abstract-Expressionism,Women Singing II,Willem de Kooning,1966,https://uploads4.wikiart.org/images/willem-de-kooning/women-singing-ii.jpg
79205,Abstract-Expressionism,Phenomena Day of Zagorsk,Paul Jenkins,1966,https://uploads2.wikiart.org/images/paul-jenkins/not_detected_235718.jpg
79206,Abstract-Expressionism,Phenomena Sun over the Hour Glass,Paul Jenkins,1966,https://uploads6.wikiart.org/images/paul-jenkins/sun-over-the-hour-glass.jpg
79207,Abstract-Expressionism,Untitled,Philip Guston,1966,https://uploads3.wikiart.org/images/philip-guston/untitled-5.jpg
79208,Abstract-Expressionism,Untitled,Mark Tobey,1966,https://uploads3.wikiart.org/images/mark-tobey/untitled-1966.jpg
79209,Abstract-Expressionism,Gaea,Lee Krasner,1966,https://uploads0.wikiart.org/images/lee-krasner/gaea-1966.jpg
79210,Abstract-Expressionism,Untitled (Dark Blue-Green),Sam Francis,1966,https://uploads2.wikiart.org/images/sam-francis/untitled-dark-blue-green-1966.jpg
79211,Abstract-Expressionism,Fensterkreuz II,Blinky Palermo,1966,https://uploads5.wikiart.org/images/blinky-palermo/fensterkreuz-ii-1966.jpg
79212,Abstract-Expressionism,Tablettenbild,Blinky Palermo,1966,https://uploads3.wikiart.org/images/blinky-palermo/tablettenbild-1966.jpg
79213,Abstract-Expressionism,Frozen Summer,Norman Bluhm,1966,https://uploads1.wikiart.org/images/norman-bluhm/frozen-summer-1966.jpg
79214,Abstract-Expressionism,Bright Day,Betty Parsons,1966,https://uploads8.wikiart.org/images/betty-parsons/bright-day-1966.jpg
